#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B9C353
#Date Time: 2025-04-28 15:48:43.641
#Sample rate: 68.267Hz
#Samples: 8192
#Channel 1: Range: 5 V/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V)
-58.80181744688903,-9.5520654818688
-58.78716907688903,-9.530006210379037
-58.77252070688903,-9.53368275562733
-58.75787233688903,-9.548388936620507
-58.74322396688903,-9.53368275562733
-58.72857559688903,-9.526329665130744
-58.71392722688903,-9.544712391372213
-58.69927885688903,-9.544712391372213
-58.68463048688903,-9.541035846123918
-58.66998211688902,-9.541035846123918
-58.65533374688903,-9.548388936620507
-58.64068537688902,-9.522653119882449
-58.62603700688903,-9.537359300875625
-58.61138863688902,-9.53368275562733
-58.59674026688903,-9.522653119882449
-58.58209189688903,-9.544712391372213
-58.56744352688903,-9.537359300875625
-58.55279515688903,-9.537359300875625
-58.53814678688903,-9.518976574634156
-58.52349841688903,-9.548388936620507
-58.50885004688903,-9.541035846123918
-58.49420167688903,-9.541035846123918
-58.47955330688902,-9.530006210379037
-58.46490493688903,-9.541035846123918
-58.45025656688902,-9.541035846123918
-58.43560819688903,-9.53368275562733
-58.42095982688902,-9.541035846123918
-58.40631145688903,-9.537359300875625
-58.39166308688903,-9.53368275562733
-58.37701471688903,-9.541035846123918
-58.36236634688903,-9.53368275562733
-58.34771797688903,-9.53368275562733
-58.33306960688903,-9.526329665130744
-58.31842123688903,-9.53368275562733
-58.30377286688903,-9.537359300875625
-58.28912449688903,-9.541035846123918
-58.27447612688903,-9.522653119882449
-58.25982775688902,-9.548388936620507
-58.24517938688903,-9.544712391372213
-58.23053101688902,-9.537359300875625
-58.21588264688903,-9.541035846123918
-58.20123427688902,-9.544712391372213
-58.18658590688903,-9.544712391372213
-58.17193753688903,-9.541035846123918
-58.15728916688903,-9.537359300875625
-58.14264079688903,-9.541035846123918
-58.12799242688903,-9.537359300875625
-58.11334405688903,-9.537359300875625
-58.09869568688903,-9.548388936620507
-58.08404731688903,-9.537359300875625
-58.06939894688902,-9.507946938889274
-58.05475057688903,-9.537359300875625
-58.04010220688902,-9.541035846123918
-58.02545383688903,-9.548388936620507
-58.01080546688902,-9.530006210379037
-57.99615709688903,-9.522653119882449
-57.98150872688903,-9.537359300875625
-57.96686035688903,-9.53368275562733
-57.95221198688903,-9.541035846123918
-57.93756361688903,-9.544712391372213
-57.92291524688903,-9.541035846123918
-57.90826687688903,-9.522653119882449
-57.89361850688903,-9.541035846123918
-57.87897013688903,-9.541035846123918
-57.86432176688903,-9.541035846123918
-57.84967339688902,-9.53368275562733
-57.83502502688903,-9.53368275562733
-57.82037665688902,-9.541035846123918
-57.80572828688903,-9.522653119882449
-57.79107991688903,-9.537359300875625
-57.77643154688903,-9.526329665130744
-57.76178317688903,-9.555742027117095
-57.74713480688903,-9.530006210379037
-57.73248643688903,-9.537359300875625
-57.71783806688903,-9.5520654818688
-57.70318969688903,-9.548388936620507
-57.68854132688903,-9.530006210379037
-57.67389295688903,-9.5520654818688
-57.65924458688902,-9.53368275562733
-57.64459621688903,-9.537359300875625
-57.62994784688902,-9.530006210379037
-57.61529947688903,-9.53368275562733
-57.60065110688902,-9.544712391372213
-57.58600273688903,-9.537359300875625
-57.57135436688903,-9.559418572365388
-57.55670599688903,-9.526329665130744
-57.54205762688903,-9.541035846123918
-57.52740925688903,-9.526329665130744
-57.51276088688903,-9.541035846123918
-57.49811251688903,-9.515300029385861
-57.48346414688903,-9.541035846123918
-57.46881577688902,-9.511623484137568
-57.45416740688903,-9.526329665130744
-57.43951903688902,-9.530006210379037
-57.42487066688903,-9.5520654818688
-57.41022229688902,-9.530006210379037
-57.39557392688903,-9.53368275562733
-57.38092555688903,-9.530006210379037
-57.36627718688903,-9.53368275562733
-57.35162881688903,-9.544712391372213
-57.33698044688903,-9.559418572365388
-57.32233207688903,-9.559418572365388
-57.30768370688903,-9.537359300875625
-57.29303533688903,-9.5520654818688
-57.27838696688903,-9.53368275562733
-57.26373859688903,-9.559418572365388
-57.24909022688902,-9.53368275562733
-57.23444185688903,-9.541035846123918
-57.21979348688902,-9.522653119882449
-57.20514511688903,-9.53368275562733
-57.19049674688902,-9.530006210379037
-57.17584837688903,-9.544712391372213
-57.16120000688903,-9.544712391372213
-57.14655163688903,-9.526329665130744
-57.13190326688903,-9.53368275562733
-57.11725489688903,-9.541035846123918
-57.10260652688903,-9.544712391372213
-57.08795815688903,-9.526329665130744
-57.07330978688903,-9.544712391372213
-57.05866141688902,-9.537359300875625
-57.04401304688903,-9.541035846123918
-57.02936467688902,-9.537359300875625
-57.01471630688903,-9.544712391372213
-57.00006793688902,-9.537359300875625
-56.98541956688903,-9.526329665130744
-56.97077119688903,-9.541035846123918
-56.95612282688903,-9.544712391372213
-56.94147445688903,-9.537359300875625
-56.92682608688903,-9.526329665130744
-56.91217771688903,-9.544712391372213
-56.89752934688903,-9.530006210379037
-56.88288097688903,-9.537359300875625
-56.86823260688903,-9.53368275562733
-56.85358423688903,-9.544712391372213
-56.83893586688902,-9.548388936620507
-56.82428749688903,-9.537359300875625
-56.80963912688902,-9.530006210379037
-56.79499075688903,-9.577801298606857
-56.78034238688902,-9.53368275562733
-56.76569401688903,-9.526329665130744
-56.75104564688903,-9.563095117613683
-56.73639727688903,-9.5520654818688
-56.72174890688903,-9.544712391372213
-56.70710053688903,-9.530006210379037
-56.69245216688903,-9.537359300875625
-56.67780379688903,-9.53368275562733
-56.66315542688903,-9.530006210379037
-56.64850705688902,-9.53368275562733
-56.63385868688903,-9.541035846123918
-56.61921031688902,-9.526329665130744
-56.60456194688903,-9.555742027117095
-56.58991357688902,-9.544712391372213
-56.57526520688903,-9.526329665130744
-56.56061683688903,-9.530006210379037
-56.54596846688903,-9.537359300875625
-56.53132009688903,-9.541035846123918
-56.51667172688903,-9.526329665130744
-56.50202335688903,-9.537359300875625
-56.48737498688903,-9.53368275562733
-56.47272661688903,-9.555742027117095
-56.45807824688903,-9.53368275562733
-56.44342987688903,-9.507946938889274
-56.42878150688902,-9.530006210379037
-56.41413313688903,-9.559418572365388
-56.39948476688902,-9.544712391372213
-56.38483639688903,-9.526329665130744
-56.37018802688902,-9.544712391372213
-56.35553965688903,-9.544712391372213
-56.34089128688903,-9.53368275562733
-56.32624291688903,-9.522653119882449
-56.31159454688903,-9.53368275562733
-56.29694617688903,-9.518976574634156
-56.28229780688903,-9.53368275562733
-56.26764943688903,-9.541035846123918
-56.25300106688903,-9.541035846123918
-56.23835269688902,-9.537359300875625
-56.22370432688903,-9.526329665130744
-56.20905595688902,-9.522653119882449
-56.19440758688903,-9.522653119882449
-56.17975921688902,-9.53368275562733
-56.16511084688903,-9.544712391372213
-56.15046247688903,-9.544712391372213
-56.13581410688903,-9.515300029385861
-56.12116573688903,-9.518976574634156
-56.10651736688903,-9.526329665130744
-56.09186899688903,-9.5520654818688
-56.07722062688903,-9.526329665130744
-56.06257225688903,-9.53368275562733
-56.04792388688903,-9.548388936620507
-56.03327551688903,-9.537359300875625
-56.01862714688902,-9.537359300875625
-56.00397877688903,-9.563095117613683
-55.98933040688902,-9.526329665130744
-55.97468203688903,-9.544712391372213
-55.96003366688903,-9.53368275562733
-55.94538529688903,-9.526329665130744
-55.93073692688903,-9.541035846123918
-55.91608855688903,-9.515300029385861
-55.90144018688903,-9.537359300875625
-55.88679181688903,-9.526329665130744
-55.87214344688903,-9.541035846123918
-55.85749507688903,-9.537359300875625
-55.84284670688903,-9.537359300875625
-55.82819833688902,-9.526329665130744
-55.81354996688903,-9.526329665130744
-55.79890159688902,-9.522653119882449
-55.78425322688903,-9.53368275562733
-55.76960485688902,-9.555742027117095
-55.75495648688903,-9.555742027117095
-55.74030811688903,-9.544712391372213
-55.72565974688903,-9.530006210379037
-55.71101137688903,-9.548388936620507
-55.69636300688903,-9.518976574634156
-55.68171463688903,-9.526329665130744
-55.66706626688903,-9.522653119882449
-55.65241789688903,-9.5520654818688
-55.63776952688902,-9.530006210379037
-55.62312115688903,-9.530006210379037
-55.60847278688902,-9.537359300875625
-55.59382441688903,-9.548388936620507
-55.57917604688902,-9.537359300875625
-55.56452767688903,-9.537359300875625
-55.54987930688903,-9.537359300875625
-55.53523093688903,-9.53368275562733
-55.52058256688903,-9.537359300875625
-55.50593419688903,-9.526329665130744
-55.49128582688903,-9.53368275562733
-55.47663745688903,-9.537359300875625
-55.46198908688903,-9.541035846123918
-55.44734071688903,-9.522653119882449
-55.43269234688903,-9.555742027117095
-55.41804397688902,-9.530006210379037
-55.40339560688903,-9.515300029385861
-55.38874723688902,-9.526329665130744
-55.37409886688903,-9.526329665130744
-55.35945049688902,-9.5520654818688
-55.34480212688903,-9.515300029385861
-55.33015375688903,-9.537359300875625
-55.31550538688903,-9.530006210379037
-55.30085701688903,-9.544712391372213
-55.28620864688903,-9.518976574634156
-55.27156027688903,-9.522653119882449
-55.25691190688903,-9.541035846123918
-55.24226353688903,-9.544712391372213
-55.22761516688902,-9.537359300875625
-55.21296679688903,-9.559418572365388
-55.19831842688902,-9.53368275562733
-55.18367005688903,-9.530006210379037
-55.16902168688902,-9.548388936620507
-55.15437331688903,-9.522653119882449
-55.13972494688903,-9.555742027117095
-55.12507657688903,-9.53368275562733
-55.11042820688903,-9.537359300875625
-55.09577983688903,-9.53368275562733
-55.08113146688903,-9.541035846123918
-55.06648309688903,-9.541035846123918
-55.05183472688903,-9.541035846123918
-55.03718635688903,-9.515300029385861
-55.02253798688903,-9.544712391372213
-55.00788961688902,-9.541035846123918
-54.99324124688903,-9.541035846123918
-54.97859287688902,-9.53368275562733
-54.96394450688903,-9.5520654818688
-54.94929613688902,-9.544712391372213
-54.93464776688903,-9.537359300875625
-54.91999939688903,-9.544712391372213
-54.90535102688903,-9.530006210379037
-54.89070265688903,-9.563095117613683
-54.87605428688903,-9.53368275562733
-54.86140591688903,-9.53368275562733
-54.84675754688903,-9.548388936620507
-54.83210917688903,-9.518976574634156
-54.81746080688902,-9.526329665130744
-54.80281243688903,-9.5520654818688
-54.78816406688902,-9.541035846123918
-54.77351569688903,-9.544712391372213
-54.75886732688902,-9.5520654818688
-54.74421895688903,-9.507946938889274
-54.72957058688903,-9.541035846123918
-54.71492221688903,-9.530006210379037
-54.70027384688903,-9.530006210379037
-54.68562547688903,-9.526329665130744
-54.67097710688903,-9.544712391372213
-54.65632873688903,-9.53368275562733
-54.64168036688903,-9.530006210379037
-54.62703199688903,-9.526329665130744
-54.61238362688903,-9.53368275562733
-54.59773525688902,-9.522653119882449
-54.58308688688903,-9.53368275562733
-54.56843851688902,-9.518976574634156
-54.55379014688903,-9.530006210379037
-54.53914177688902,-9.526329665130744
-54.52449340688903,-9.515300029385861
-54.50984503688903,-9.53368275562733
-54.49519666688903,-9.518976574634156
-54.48054829688903,-9.541035846123918
-54.46589992688903,-9.511623484137568
-54.45125155688903,-9.526329665130744
-54.43660318688903,-9.526329665130744
-54.42195481688903,-9.544712391372213
-54.40730644688902,-9.53368275562733
-54.39265807688903,-9.548388936620507
-54.37800970688902,-9.53368275562733
-54.36336133688903,-9.559418572365388
-54.34871296688902,-9.544712391372213
-54.33406459688903,-9.522653119882449
-54.31941622688903,-9.530006210379037
-54.30476785688903,-9.518976574634156
-54.29011948688903,-9.541035846123918
-54.27547111688903,-9.537359300875625
-54.26082274688903,-9.548388936620507
-54.24617437688903,-9.522653119882449
-54.23152600688903,-9.530006210379037
-54.21687763688902,-9.530006210379037
-54.20222926688903,-9.53368275562733
-54.18758089688902,-9.544712391372213
-54.17293252688903,-9.537359300875625
-54.15828415688902,-9.511623484137568
-54.14363578688903,-9.548388936620507
-54.12898741688903,-9.526329665130744
-54.11433904688903,-9.518976574634156
-54.09969067688903,-9.541035846123918
-54.08504230688903,-9.53368275562733
-54.07039393688903,-9.53368275562733
-54.05574556688903,-9.530006210379037
-54.04109719688903,-9.566771662861976
-54.02644882688903,-9.518976574634156
-54.01180045688903,-9.548388936620507
-53.99715208688902,-9.530006210379037
-53.98250371688903,-9.5520654818688
-53.96785534688902,-9.537359300875625
-53.95320697688903,-9.541035846123918
-53.93855860688902,-9.555742027117095
-53.92391023688903,-9.53368275562733
-53.90926186688903,-9.544712391372213
-53.89461349688903,-9.5520654818688
-53.87996512688903,-9.541035846123918
-53.86531675688903,-9.526329665130744
-53.85066838688903,-9.548388936620507
-53.83602001688903,-9.522653119882449
-53.82137164688903,-9.53368275562733
-53.80672327688902,-9.537359300875625
-53.79207490688903,-9.526329665130744
-53.77742653688902,-9.548388936620507
-53.76277816688903,-9.515300029385861
-53.74812979688902,-9.544712391372213
-53.73348142688903,-9.518976574634156
-53.71883305688903,-9.518976574634156
-53.70418468688903,-9.541035846123918
-53.68953631688903,-9.530006210379037
-53.67488794688903,-9.530006210379037
-53.66023957688903,-9.555742027117095
-53.64559120688903,-9.515300029385861
-53.63094283688903,-9.555742027117095
-53.61629446688903,-9.530006210379037
-53.60164609688903,-9.537359300875625
-53.58699772688902,-9.5520654818688
-53.57234935688903,-9.548388936620507
-53.55770098688902,-9.548388936620507
-53.54305261688903,-9.537359300875625
-53.52840424688902,-9.526329665130744
-53.51375587688903,-9.544712391372213
-53.49910750688903,-9.530006210379037
-53.48445913688903,-9.53368275562733
-53.46981076688903,-9.53368275562733
-53.45516239688903,-9.526329665130744
-53.44051402688903,-9.522653119882449
-53.42586565688903,-9.526329665130744
-53.41121728688903,-9.544712391372213
-53.39656891688902,-9.511623484137568
-53.38192054688903,-9.537359300875625
-53.36727217688902,-9.548388936620507
-53.35262380688903,-9.515300029385861
-53.33797543688902,-9.526329665130744
-53.32332706688903,-9.515300029385861
-53.30867869688903,-9.53368275562733
-53.29403032688903,-9.511623484137568
-53.27938195688903,-9.544712391372213
-53.26473358688903,-9.53368275562733
-53.25008521688903,-9.53368275562733
-53.23543684688903,-9.518976574634156
-53.22078847688903,-9.522653119882449
-53.20614010688903,-9.537359300875625
-53.19149173688903,-9.53368275562733
-53.17684336688902,-9.522653119882449
-53.16219499688903,-9.541035846123918
-53.14754662688902,-9.53368275562733
-53.13289825688903,-9.526329665130744
-53.11824988688902,-9.5520654818688
-53.10360151688903,-9.522653119882449
-53.08895314688903,-9.530006210379037
-53.07430477688903,-9.53368275562733
-53.05965640688903,-9.53368275562733
-53.04500803688903,-9.522653119882449
-53.03035966688903,-9.548388936620507
-53.01571129688903,-9.526329665130744
-53.00106292688903,-9.53368275562733
-52.98641455688902,-9.530006210379037
-52.97176618688903,-9.518976574634156
-52.95711781688902,-9.530006210379037
-52.94246944688903,-9.526329665130744
-52.92782107688902,-9.53368275562733
-52.91317270688903,-9.53368275562733
-52.89852433688903,-9.537359300875625
-52.88387596688903,-9.507946938889274
-52.86922759688903,-9.5520654818688
-52.85457922688903,-9.537359300875625
-52.83993085688903,-9.518976574634156
-52.82528248688903,-9.507946938889274
-52.81063411688903,-9.530006210379037
-52.79598574688902,-9.544712391372213
-52.78133737688903,-9.537359300875625
-52.76668900688902,-9.522653119882449
-52.75204063688903,-9.544712391372213
-52.73739226688902,-9.526329665130744
-52.72274389688903,-9.526329665130744
-52.70809552688902,-9.544712391372213
-52.69344715688903,-9.526329665130744
-52.67879878688903,-9.526329665130744
-52.66415041688903,-9.526329665130744
-52.64950204688903,-9.544712391372213
-52.63485367688903,-9.526329665130744
-52.62020530688903,-9.541035846123918
-52.60555693688903,-9.53368275562733
-52.59090856688903,-9.544712391372213
-52.57626019688902,-9.530006210379037
-52.56161182688903,-9.537359300875625
-52.54696345688902,-9.507946938889274
-52.53231508688903,-9.530006210379037
-52.51766671688902,-9.530006210379037
-52.50301834688903,-9.541035846123918
-52.48836997688903,-9.5520654818688
-52.47372160688903,-9.526329665130744
-52.45907323688903,-9.544712391372213
-52.44442486688903,-9.522653119882449
-52.42977649688903,-9.537359300875625
-52.41512812688903,-9.522653119882449
-52.40047975688903,-9.555742027117095
-52.38583138688902,-9.518976574634156
-52.37118301688903,-9.5520654818688
-52.35653464688902,-9.530006210379037
-52.34188627688903,-9.53368275562733
-52.32723790688902,-9.526329665130744
-52.31258953688903,-9.530006210379037
-52.29794116688903,-9.541035846123918
-52.28329279688903,-9.515300029385861
-52.26864442688903,-9.541035846123918
-52.25399605688903,-9.541035846123918
-52.23934768688903,-9.537359300875625
-52.22469931688903,-9.518976574634156
-52.21005094688903,-9.544712391372213
-52.19540257688903,-9.515300029385861
-52.18075420688903,-9.541035846123918
-52.16610583688902,-9.515300029385861
-52.15145746688903,-9.544712391372213
-52.13680909688902,-9.515300029385861
-52.12216072688903,-9.530006210379037
-52.10751235688902,-9.537359300875625
-52.09286398688903,-9.522653119882449
-52.07821561688903,-9.537359300875625
-52.06356724688903,-9.507946938889274
-52.04891887688903,-9.530006210379037
-52.03427050688903,-9.526329665130744
-52.01962213688903,-9.537359300875625
-52.00497376688903,-9.507946938889274
-51.99032539688903,-9.526329665130744
-51.97567702688902,-9.530006210379037
-51.96102865688903,-9.555742027117095
-51.94638028688902,-9.53368275562733
-51.93173191688903,-9.544712391372213
-51.91708354688902,-9.53368275562733
-51.90243517688903,-9.518976574634156
-51.88778680688903,-9.53368275562733
-51.87313843688903,-9.548388936620507
-51.85849006688903,-9.537359300875625
-51.84384169688903,-9.53368275562733
-51.82919332688903,-9.530006210379037
-51.81454495688903,-9.522653119882449
-51.79989658688903,-9.541035846123918
-51.78524821688903,-9.507946938889274
-51.77059984688903,-9.541035846123918
-51.75595147688902,-9.541035846123918
-51.74130310688903,-9.530006210379037
-51.72665473688902,-9.526329665130744
-51.71200636688903,-9.555742027117095
-51.69735799688902,-9.5520654818688
-51.68270962688903,-9.518976574634156
-51.66806125688903,-9.515300029385861
-51.65341288688903,-9.53368275562733
-51.63876451688903,-9.518976574634156
-51.62411614688903,-9.541035846123918
-51.60946777688903,-9.541035846123918
-51.59481940688903,-9.537359300875625
-51.58017103688903,-9.526329665130744
-51.56552266688902,-9.53368275562733
-51.55087429688903,-9.537359300875625
-51.53622592688902,-9.53368275562733
-51.52157755688903,-9.530006210379037
-51.50692918688902,-9.518976574634156
-51.49228081688903,-9.530006210379037
-51.47763244688903,-9.53368275562733
-51.46298407688903,-9.53368275562733
-51.44833570688903,-9.544712391372213
-51.43368733688903,-9.530006210379037
-51.41903896688903,-9.530006210379037
-51.40439059688903,-9.518976574634156
-51.38974222688903,-9.548388936620507
-51.37509385688902,-9.53368275562733
-51.36044548688903,-9.537359300875625
-51.34579711688902,-9.526329665130744
-51.33114874688903,-9.555742027117095
-51.31650037688902,-9.544712391372213
-51.30185200688903,-9.5520654818688
-51.28720363688902,-9.518976574634156
-51.27255526688903,-9.530006210379037
-51.25790689688903,-9.548388936620507
-51.24325852688903,-9.526329665130744
-51.22861015688903,-9.555742027117095
-51.21396178688903,-9.544712391372213
-51.19931341688903,-9.5520654818688
-51.18466504688903,-9.530006210379037
-51.17001667688903,-9.541035846123918
-51.15536830688902,-9.548388936620507
-51.14071993688903,-9.541035846123918
-51.12607156688902,-9.522653119882449
-51.11142319688903,-9.555742027117095
-51.09677482688902,-9.544712391372213
-51.08212645688903,-9.544712391372213
-51.06747808688903,-9.526329665130744
-51.05282971688903,-9.526329665130744
-51.03818134688903,-9.537359300875625
-51.02353297688903,-9.53368275562733
-51.00888460688903,-9.530006210379037
-50.99423623688903,-9.526329665130744
-50.97958786688903,-9.555742027117095
-50.96493949688902,-9.53368275562733
-50.95029112688903,-9.563095117613683
-50.93564275688902,-9.53368275562733
-50.92099438688903,-9.544712391372213
-50.90634601688902,-9.541035846123918
-50.89169764688903,-9.541035846123918
-50.87704927688903,-9.537359300875625
-50.86240090688903,-9.522653119882449
-50.84775253688903,-9.548388936620507
-50.83310416688903,-9.537359300875625
-50.81845579688903,-9.5520654818688
-50.80380742688903,-9.526329665130744
-50.78915905688903,-9.548388936620507
-50.77451068688903,-9.53368275562733
-50.75986231688903,-9.53368275562733
-50.74521394688902,-9.541035846123918
-50.73056557688903,-9.530006210379037
-50.71591720688902,-9.541035846123918
-50.70126883688903,-9.555742027117095
-50.68662046688902,-9.530006210379037
-50.67197209688903,-9.530006210379037
-50.65732372688903,-9.544712391372213
-50.64267535688903,-9.544712391372213
-50.62802698688903,-9.541035846123918
-50.61337861688903,-9.541035846123918
-50.59873024688903,-9.548388936620507
-50.58408187688903,-9.526329665130744
-50.56943350688903,-9.526329665130744
-50.55478513688902,-9.53368275562733
-50.54013676688903,-9.548388936620507
-50.52548839688902,-9.515300029385861
-50.51084002688903,-9.541035846123918
-50.49619165688902,-9.530006210379037
-50.48154328688903,-9.518976574634156
-50.46689491688903,-9.53368275562733
-50.45224654688903,-9.541035846123918
-50.43759817688903,-9.522653119882449
-50.42294980688903,-9.548388936620507
-50.40830143688903,-9.541035846123918
-50.39365306688903,-9.511623484137568
-50.37900469688903,-9.537359300875625
-50.36435632688903,-9.537359300875625
-50.34970795688903,-9.537359300875625
-50.33505958688902,-9.526329665130744
-50.32041121688903,-9.544712391372213
-50.30576284688902,-9.555742027117095
-50.29111447688903,-9.5520654818688
-50.27646610688902,-9.544712391372213
-50.26181773688903,-9.537359300875625
-50.24716936688903,-9.537359300875625
-50.23252099688903,-9.526329665130744
-50.21787262688903,-9.530006210379037
-50.20322425688903,-9.530006210379037
-50.18857588688903,-9.541035846123918
-50.17392751688903,-9.526329665130744
-50.15927914688903,-9.537359300875625
-50.14463077688902,-9.537359300875625
-50.12998240688903,-9.537359300875625
-50.11533403688902,-9.526329665130744
-50.10068566688903,-9.548388936620507
-50.08603729688902,-9.537359300875625
-50.07138892688903,-9.530006210379037
-50.05674055688903,-9.544712391372213
-50.04209218688903,-9.522653119882449
-50.02744381688903,-9.548388936620507
-50.01279544688903,-9.53368275562733
-49.99814707688903,-9.555742027117095
-49.98349870688903,-9.530006210379037
-49.96885033688903,-9.53368275562733
-49.95420196688903,-9.526329665130744
-49.93955359688903,-9.530006210379037
-49.92490522688902,-9.5520654818688
-49.91025685688903,-9.541035846123918
-49.89560848688902,-9.515300029385861
-49.88096011688903,-9.530006210379037
-49.86631174688902,-9.548388936620507
-49.85166337688903,-9.548388936620507
-49.83701500688903,-9.5520654818688
-49.82236663688903,-9.530006210379037
-49.80771826688903,-9.544712391372213
-49.79306989688903,-9.537359300875625
-49.77842152688903,-9.548388936620507
-49.76377315688903,-9.526329665130744
-49.74912478688903,-9.544712391372213
-49.73447641688902,-9.530006210379037
-49.71982804688903,-9.548388936620507
-49.70517967688902,-9.522653119882449
-49.69053130688903,-9.526329665130744
-49.67588293688902,-9.548388936620507
-49.66123456688903,-9.541035846123918
-49.64658619688903,-9.541035846123918
-49.63193782688903,-9.5520654818688
-49.61728945688903,-9.5520654818688
-49.60264108688903,-9.530006210379037
-49.58799271688903,-9.530006210379037
-49.57334434688903,-9.530006210379037
-49.55869597688903,-9.548388936620507
-49.54404760688902,-9.544712391372213
-49.52939923688903,-9.530006210379037
-49.51475086688902,-9.53368275562733
-49.50010249688903,-9.541035846123918
-49.48545412688902,-9.5520654818688
-49.47080575688903,-9.544712391372213
-49.45615738688902,-9.537359300875625
-49.44150901688903,-9.555742027117095
-49.42686064688903,-9.544712391372213
-49.41221227688903,-9.541035846123918
-49.39756390688903,-9.555742027117095
-49.38291553688903,-9.537359300875625
-49.36826716688903,-9.537359300875625
-49.35361879688903,-9.522653119882449
-49.33897042688903,-9.555742027117095
-49.32432205688902,-9.530006210379037
-49.30967368688903,-9.548388936620507
-49.29502531688902,-9.548388936620507
-49.28037694688903,-9.541035846123918
-49.26572857688902,-9.544712391372213
-49.25108020688903,-9.544712391372213
-49.23643183688903,-9.53368275562733
-49.22178346688903,-9.570448208110269
-49.20713509688903,-9.544712391372213
-49.19248672688903,-9.518976574634156
-49.17783835688903,-9.5520654818688
-49.16318998688903,-9.537359300875625
-49.14854161688903,-9.541035846123918
-49.13389324688902,-9.522653119882449
-49.11924487688903,-9.555742027117095
-49.10459650688902,-9.541035846123918
-49.08994813688903,-9.537359300875625
-49.07529976688902,-9.544712391372213
-49.06065139688903,-9.544712391372213
-49.04600302688903,-9.555742027117095
-49.03135465688903,-9.544712391372213
-49.01670628688903,-9.555742027117095
-49.00205791688903,-9.541035846123918
-48.98740954688903,-9.530006210379037
-48.97276117688903,-9.541035846123918
-48.95811280688903,-9.544712391372213
-48.94346443688903,-9.526329665130744
-48.92881606688903,-9.541035846123918
-48.91416769688902,-9.541035846123918
-48.89951932688903,-9.530006210379037
-48.88487095688902,-9.537359300875625
-48.87022258688903,-9.522653119882449
-48.85557421688902,-9.544712391372213
