#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B9C353
#Date Time: 2025-05-12 15:27:29.203
#Sample rate: 800Hz
#Samples: 8192
#Channel 1: Range: 5 V/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V)
-4.987950367647058,-3.555620181901441
-4.986700367647058,-3.581355998639498
-4.985450367647059,-3.607091815377555
-4.984200367647059,-3.585032543887792
-4.982950367647058,-3.603415270129262
-4.981700367647059,-3.607091815377555
-4.980450367647059,-3.581355998639498
-4.979200367647059,-3.581355998639498
-4.977950367647058,-3.57400290814291
-4.976700367647059,-3.562973272398029
-4.975450367647059,-3.570326362894616
-4.974200367647058,-3.57400290814291
-4.972950367647059,-3.57400290814291
-4.971700367647059,-3.588709089136086
-4.970450367647059,-3.57400290814291
-4.969200367647058,-3.57400290814291
-4.967950367647059,-3.610768360625849
-4.966700367647059,-3.610768360625849
-4.965450367647058,-3.588709089136086
-4.964200367647059,-3.599738724880968
-4.962950367647059,-3.596062179632673
-4.961700367647059,-3.57400290814291
-4.960450367647058,-3.59238563438438
-4.959200367647059,-3.588709089136086
-4.957950367647059,-3.596062179632673
-4.956700367647058,-3.59238563438438
-4.955450367647058,-3.57400290814291
-4.954200367647059,-3.57400290814291
-4.952950367647059,-3.596062179632673
-4.951700367647058,-3.585032543887792
-4.950450367647059,-3.562973272398029
-4.949200367647059,-3.59238563438438
-4.947950367647059,-3.562973272398029
-4.946700367647058,-3.577679453391204
-4.945450367647059,-3.555620181901441
-4.944200367647059,-3.566649817646323
-4.942950367647058,-3.57400290814291
-4.941700367647059,-3.607091815377555
-4.940450367647059,-3.614444905874143
-4.939200367647059,-3.570326362894616
-4.937950367647058,-3.562973272398029
-4.936700367647059,-3.581355998639498
-4.935450367647059,-3.566649817646323
-4.934200367647058,-3.57400290814291
-4.932950367647059,-3.614444905874143
-4.931700367647059,-3.614444905874143
-4.930450367647059,-3.588709089136086
-4.929200367647058,-3.570326362894616
-4.927950367647059,-3.566649817646323
-4.926700367647059,-3.614444905874143
-4.925450367647058,-3.581355998639498
-4.924200367647058,-3.57400290814291
-4.922950367647059,-3.588709089136086
-4.921700367647059,-3.59238563438438
-4.920450367647058,-3.588709089136086
-4.919200367647059,-3.588709089136086
-4.917950367647059,-3.59238563438438
-4.916700367647059,-3.577679453391204
-4.915450367647058,-3.596062179632673
-4.914200367647059,-3.57400290814291
-4.912950367647059,-3.585032543887792
-4.911700367647058,-3.585032543887792
-4.910450367647059,-3.570326362894616
-4.909200367647059,-3.603415270129262
-4.907950367647059,-3.57400290814291
-4.906700367647058,-3.57400290814291
-4.905450367647059,-3.57400290814291
-4.904200367647059,-3.570326362894616
-4.902950367647058,-3.577679453391204
-4.901700367647059,-3.588709089136086
-4.900450367647059,-3.570326362894616
-4.899200367647059,-3.588709089136086
-4.897950367647058,-3.570326362894616
-4.896700367647059,-3.570326362894616
-4.895450367647059,-3.588709089136086
-4.894200367647058,-3.566649817646323
-4.892950367647058,-3.559296727149734
-4.891700367647059,-3.577679453391204
-4.890450367647059,-3.585032543887792
-4.889200367647058,-3.570326362894616
-4.887950367647059,-3.577679453391204
-4.886700367647059,-3.555620181901441
-4.885450367647059,-3.544590546156559
-4.884200367647058,-3.559296727149734
-4.882950367647059,-3.588709089136086
-4.881700367647059,-3.588709089136086
-4.880450367647058,-3.57400290814291
-4.879200367647059,-3.577679453391204
-4.877950367647059,-3.551943636653147
-4.876700367647059,-3.566649817646323
-4.875450367647058,-3.57400290814291
-4.874200367647059,-3.599738724880968
-4.872950367647059,-3.625474541619025
-4.871700367647058,-3.566649817646323
-4.870450367647059,-3.581355998639498
-4.869200367647059,-3.585032543887792
-4.867950367647059,-3.57400290814291
-4.866700367647058,-3.562973272398029
-4.865450367647059,-3.581355998639498
-4.864200367647059,-3.596062179632673
-4.862950367647058,-3.588709089136086
-4.861700367647058,-3.59238563438438
-4.860450367647059,-3.607091815377555
-4.859200367647059,-3.548267091404853
-4.857950367647058,-3.585032543887792
-4.856700367647059,-3.551943636653147
-4.855450367647059,-3.570326362894616
-4.854200367647059,-3.599738724880968
-4.852950367647058,-3.599738724880968
-4.851700367647059,-3.610768360625849
-4.850450367647059,-3.610768360625849
-4.849200367647058,-3.59238563438438
-4.847950367647059,-3.618121451122437
-4.846700367647059,-3.577679453391204
-4.845450367647059,-3.585032543887792
-4.844200367647058,-3.548267091404853
-4.842950367647059,-3.566649817646323
-4.841700367647059,-3.599738724880968
-4.840450367647058,-3.607091815377555
-4.839200367647059,-3.581355998639498
-4.837950367647059,-3.57400290814291
-4.836700367647059,-3.570326362894616
-4.835450367647058,-3.570326362894616
-4.834200367647059,-3.570326362894616
-4.832950367647059,-3.57400290814291
-4.831700367647058,-3.603415270129262
-4.830450367647058,-3.596062179632673
-4.829200367647059,-3.585032543887792
-4.827950367647059,-3.559296727149734
-4.826700367647058,-3.585032543887792
-4.825450367647059,-3.585032543887792
-4.824200367647059,-3.585032543887792
-4.822950367647059,-3.607091815377555
-4.821700367647058,-3.614444905874143
-4.820450367647059,-3.57400290814291
-4.819200367647059,-3.566649817646323
-4.817950367647058,-3.57400290814291
-4.816700367647059,-3.585032543887792
-4.815450367647059,-3.603415270129262
-4.814200367647059,-3.585032543887792
-4.812950367647058,-3.577679453391204
-4.811700367647059,-3.581355998639498
-4.810450367647059,-3.570326362894616
-4.809200367647058,-3.551943636653147
-4.807950367647059,-3.577679453391204
-4.806700367647059,-3.581355998639498
-4.805450367647059,-3.59238563438438
-4.804200367647058,-3.610768360625849
-4.802950367647059,-3.566649817646323
-4.801700367647059,-3.603415270129262
-4.800450367647058,-3.551943636653147
-4.799200367647058,-3.596062179632673
-4.797950367647059,-3.621797996370731
-4.796700367647059,-3.607091815377555
-4.795450367647058,-3.588709089136086
-4.794200367647059,-3.57400290814291
-4.792950367647059,-3.621797996370731
-4.791700367647059,-3.636504177363907
-4.790450367647058,-3.588709089136086
-4.789200367647059,-3.555620181901441
-4.787950367647059,-3.585032543887792
-4.786700367647058,-3.559296727149734
-4.785450367647059,-3.596062179632673
-4.784200367647059,-3.57400290814291
-4.782950367647059,-3.581355998639498
-4.781700367647058,-3.555620181901441
-4.780450367647059,-3.596062179632673
-4.779200367647059,-3.585032543887792
-4.777950367647058,-3.603415270129262
-4.776700367647059,-3.588709089136086
-4.775450367647059,-3.57400290814291
-4.774200367647059,-3.581355998639498
-4.772950367647058,-3.59238563438438
-4.771700367647059,-3.625474541619025
-4.770450367647059,-3.632827632115613
-4.769200367647058,-3.585032543887792
-4.767950367647058,-3.551943636653147
-4.766700367647059,-3.577679453391204
-4.765450367647059,-3.562973272398029
-4.764200367647058,-3.562973272398029
-4.762950367647059,-3.596062179632673
-4.761700367647059,-3.59238563438438
-4.760450367647059,-3.588709089136086
-4.759200367647058,-3.603415270129262
-4.757950367647059,-3.566649817646323
-4.756700367647059,-3.577679453391204
-4.755450367647058,-3.588709089136086
-4.754200367647059,-3.596062179632673
-4.752950367647059,-3.596062179632673
-4.751700367647059,-3.577679453391204
-4.750450367647058,-3.585032543887792
-4.749200367647059,-3.581355998639498
-4.747950367647059,-3.57400290814291
-4.746700367647058,-3.585032543887792
-4.745450367647059,-3.629151086867319
-4.744200367647059,-3.577679453391204
-4.742950367647059,-3.562973272398029
-4.741700367647058,-3.570326362894616
-4.740450367647059,-3.559296727149734
-4.739200367647059,-3.533560910411677
-4.737950367647058,-3.57400290814291
-4.736700367647058,-3.581355998639498
-4.735450367647059,-3.570326362894616
-4.734200367647059,-3.57400290814291
-4.732950367647058,-3.588709089136086
-4.731700367647059,-3.599738724880968
-4.730450367647059,-3.581355998639498
-4.729200367647059,-3.59238563438438
-4.727950367647058,-3.570326362894616
-4.726700367647059,-3.562973272398029
-4.725450367647059,-3.614444905874143
-4.724200367647058,-3.632827632115613
-4.722950367647059,-3.57400290814291
-4.721700367647059,-3.585032543887792
-4.720450367647059,-3.588709089136086
-4.719200367647058,-3.566649817646323
-4.717950367647059,-3.59238563438438
-4.716700367647059,-3.596062179632673
-4.715450367647058,-3.581355998639498
-4.714200367647059,-3.59238563438438
-4.712950367647059,-3.566649817646323
-4.711700367647059,-3.599738724880968
-4.710450367647058,-3.588709089136086
-4.709200367647059,-3.570326362894616
-4.707950367647059,-3.566649817646323
-4.706700367647058,-3.555620181901441
-4.705450367647058,-3.585032543887792
-4.704200367647059,-3.599738724880968
-4.702950367647059,-3.59238563438438
-4.701700367647058,-3.585032543887792
-4.700450367647059,-3.562973272398029
-4.699200367647059,-3.559296727149734
-4.697950367647059,-3.599738724880968
-4.696700367647058,-3.621797996370731
-4.695450367647059,-3.555620181901441
-4.694200367647059,-3.588709089136086
-4.692950367647058,-3.570326362894616
-4.691700367647059,-3.555620181901441
-4.690450367647059,-3.585032543887792
-4.689200367647059,-3.585032543887792
-4.687950367647058,-3.581355998639498
-4.686700367647059,-3.577679453391204
-4.685450367647059,-3.57400290814291
-4.684200367647058,-3.562973272398029
-4.682950367647059,-3.599738724880968
-4.681700367647059,-3.607091815377555
-4.680450367647059,-3.562973272398029
-4.679200367647058,-3.596062179632673
-4.677950367647059,-3.588709089136086
-4.676700367647059,-3.581355998639498
-4.675450367647058,-3.570326362894616
-4.674200367647058,-3.566649817646323
-4.672950367647059,-3.585032543887792
-4.671700367647059,-3.588709089136086
-4.670450367647058,-3.57400290814291
-4.669200367647059,-3.585032543887792
-4.667950367647059,-3.57400290814291
-4.666700367647059,-3.585032543887792
-4.665450367647058,-3.610768360625849
-4.664200367647059,-3.59238563438438
-4.662950367647059,-3.57400290814291
-4.661700367647058,-3.581355998639498
-4.660450367647059,-3.551943636653147
-4.659200367647059,-3.59238563438438
-4.657950367647059,-3.585032543887792
-4.656700367647058,-3.566649817646323
-4.655450367647059,-3.559296727149734
-4.654200367647059,-3.57400290814291
-4.652950367647058,-3.581355998639498
-4.651700367647059,-3.610768360625849
-4.650450367647059,-3.581355998639498
-4.649200367647059,-3.614444905874143
-4.647950367647058,-3.566649817646323
-4.646700367647059,-3.588709089136086
-4.645450367647059,-3.577679453391204
-4.644200367647058,-3.588709089136086
-4.642950367647058,-3.607091815377555
-4.641700367647059,-3.599738724880968
-4.640450367647059,-3.577679453391204
-4.639200367647058,-3.570326362894616
-4.637950367647059,-3.548267091404853
-4.636700367647059,-3.581355998639498
-4.635450367647059,-3.566649817646323
-4.634200367647058,-3.566649817646323
-4.632950367647059,-3.581355998639498
-4.631700367647059,-3.610768360625849
-4.630450367647058,-3.585032543887792
-4.629200367647059,-3.548267091404853
-4.627950367647059,-3.588709089136086
-4.626700367647059,-3.585032543887792
-4.625450367647058,-3.614444905874143
-4.624200367647059,-3.596062179632673
-4.622950367647059,-3.618121451122437
-4.621700367647058,-3.596062179632673
-4.620450367647059,-3.577679453391204
-4.619200367647059,-3.585032543887792
-4.617950367647059,-3.577679453391204
-4.616700367647058,-3.599738724880968
-4.615450367647059,-3.585032543887792
-4.614200367647059,-3.585032543887792
-4.612950367647058,-3.599738724880968
-4.611700367647058,-3.577679453391204
-4.610450367647059,-3.577679453391204
-4.609200367647059,-3.581355998639498
-4.607950367647058,-3.588709089136086
-4.606700367647059,-3.581355998639498
-4.605450367647059,-3.559296727149734
-4.604200367647059,-3.585032543887792
-4.602950367647058,-3.625474541619025
-4.601700367647059,-3.607091815377555
-4.600450367647059,-3.596062179632673
-4.599200367647058,-3.566649817646323
-4.597950367647059,-3.599738724880968
-4.596700367647059,-3.59238563438438
-4.595450367647059,-3.59238563438438
-4.594200367647058,-3.57400290814291
-4.592950367647059,-3.621797996370731
-4.591700367647059,-3.599738724880968
-4.590450367647058,-3.581355998639498
-4.589200367647059,-3.566649817646323
-4.587950367647059,-3.57400290814291
-4.586700367647059,-3.559296727149734
-4.585450367647058,-3.548267091404853
-4.584200367647059,-3.588709089136086
-4.582950367647059,-3.577679453391204
-4.581700367647058,-3.596062179632673
-4.580450367647058,-3.599738724880968
-4.579200367647059,-3.585032543887792
-4.577950367647059,-3.585032543887792
-4.576700367647058,-3.566649817646323
-4.575450367647059,-3.544590546156559
-4.574200367647059,-3.555620181901441
-4.572950367647059,-3.581355998639498
-4.571700367647058,-3.585032543887792
-4.570450367647059,-3.614444905874143
-4.569200367647059,-3.585032543887792
-4.567950367647058,-3.566649817646323
-4.566700367647059,-3.570326362894616
-4.565450367647059,-3.577679453391204
-4.564200367647059,-3.570326362894616
-4.562950367647058,-3.614444905874143
-4.561700367647059,-3.618121451122437
-4.560450367647059,-3.588709089136086
-4.559200367647058,-3.585032543887792
-4.557950367647059,-3.566649817646323
-4.556700367647059,-3.562973272398029
-4.555450367647059,-3.559296727149734
-4.554200367647058,-3.581355998639498
-4.552950367647059,-3.59238563438438
-4.551700367647059,-3.607091815377555
-4.550450367647058,-3.59238563438438
-4.549200367647058,-3.577679453391204
-4.547950367647059,-3.533560910411677
-4.546700367647059,-3.59238563438438
-4.545450367647058,-3.59238563438438
-4.544200367647059,-3.596062179632673
-4.542950367647059,-3.588709089136086
-4.541700367647059,-3.614444905874143
-4.540450367647058,-3.596062179632673
-4.539200367647059,-3.59238563438438
-4.537950367647059,-3.588709089136086
-4.536700367647058,-3.585032543887792
-4.535450367647059,-3.588709089136086
-4.534200367647059,-3.603415270129262
-4.532950367647059,-3.596062179632673
-4.531700367647058,-3.581355998639498
-4.530450367647059,-3.596062179632673
-4.529200367647059,-3.588709089136086
-4.527950367647058,-3.562973272398029
-4.526700367647059,-3.559296727149734
-4.525450367647059,-3.562973272398029
-4.524200367647059,-3.610768360625849
-4.522950367647058,-3.59238563438438
-4.521700367647059,-3.596062179632673
-4.520450367647059,-3.562973272398029
-4.519200367647058,-3.566649817646323
-4.517950367647058,-3.57400290814291
-4.516700367647059,-3.59238563438438
-4.515450367647059,-3.588709089136086
-4.514200367647058,-3.585032543887792
-4.512950367647059,-3.607091815377555
-4.511700367647059,-3.585032543887792
-4.510450367647059,-3.559296727149734
-4.509200367647058,-3.57400290814291
-4.507950367647059,-3.562973272398029
-4.506700367647059,-3.566649817646323
-4.505450367647058,-3.588709089136086
-4.504200367647059,-3.588709089136086
-4.502950367647059,-3.59238563438438
-4.501700367647059,-3.59238563438438
-4.500450367647058,-3.621797996370731
-4.499200367647059,-3.596062179632673
-4.497950367647059,-3.57400290814291
-4.496700367647058,-3.59238563438438
-4.495450367647059,-3.599738724880968
-4.494200367647059,-3.566649817646323
-4.492950367647059,-3.585032543887792
-4.491700367647058,-3.585032543887792
-4.490450367647059,-3.585032543887792
-4.489200367647059,-3.551943636653147
-4.487950367647058,-3.577679453391204
-4.486700367647058,-3.59238563438438
-4.485450367647059,-3.566649817646323
-4.484200367647059,-3.577679453391204
-4.482950367647058,-3.588709089136086
-4.481700367647059,-3.57400290814291
-4.480450367647059,-3.603415270129262
-4.479200367647059,-3.581355998639498
-4.477950367647058,-3.596062179632673
-4.476700367647059,-3.562973272398029
-4.475450367647059,-3.570326362894616
-4.474200367647058,-3.581355998639498
-4.472950367647059,-3.570326362894616
-4.471700367647059,-3.607091815377555
-4.470450367647059,-3.59238563438438
-4.469200367647058,-3.603415270129262
-4.467950367647059,-3.603415270129262
-4.466700367647059,-3.559296727149734
-4.465450367647058,-3.585032543887792
-4.464200367647059,-3.588709089136086
-4.462950367647059,-3.585032543887792
-4.461700367647059,-3.596062179632673
-4.460450367647058,-3.585032543887792
-4.459200367647059,-3.548267091404853
-4.457950367647059,-3.570326362894616
-4.456700367647058,-3.566649817646323
-4.455450367647058,-3.585032543887792
-4.454200367647059,-3.577679453391204
-4.452950367647059,-3.57400290814291
-4.451700367647058,-3.570326362894616
-4.450450367647059,-3.57400290814291
-4.449200367647059,-3.555620181901441
-4.447950367647059,-3.599738724880968
-4.446700367647058,-3.59238563438438
-4.445450367647059,-3.588709089136086
-4.444200367647059,-3.607091815377555
-4.442950367647058,-3.603415270129262
-4.441700367647059,-3.566649817646323
-4.440450367647059,-3.555620181901441
-4.439200367647059,-3.585032543887792
-4.437950367647058,-3.555620181901441
-4.436700367647059,-3.551943636653147
-4.435450367647059,-3.577679453391204
-4.434200367647058,-3.607091815377555
-4.432950367647059,-3.57400290814291
-4.431700367647059,-3.581355998639498
-4.430450367647059,-3.57400290814291
-4.429200367647058,-3.621797996370731
-4.427950367647059,-3.57400290814291
-4.426700367647059,-3.585032543887792
-4.425450367647058,-3.555620181901441
-4.424200367647058,-3.603415270129262
-4.422950367647059,-3.588709089136086
-4.421700367647059,-3.548267091404853
-4.420450367647058,-3.577679453391204
-4.419200367647059,-3.588709089136086
-4.417950367647059,-3.599738724880968
-4.416700367647059,-3.581355998639498
-4.415450367647058,-3.59238563438438
-4.414200367647059,-3.588709089136086
-4.412950367647059,-3.621797996370731
-4.411700367647058,-3.577679453391204
-4.410450367647059,-3.603415270129262
-4.409200367647059,-3.57400290814291
-4.407950367647059,-3.581355998639498
-4.406700367647058,-3.588709089136086
-4.405450367647059,-3.562973272398029
-4.404200367647059,-3.607091815377555
-4.402950367647058,-3.585032543887792
-4.401700367647059,-3.59238563438438
-4.400450367647059,-3.559296727149734
-4.399200367647059,-3.588709089136086
-4.397950367647058,-3.57400290814291
-4.396700367647059,-3.555620181901441
-4.395450367647059,-3.603415270129262
-4.394200367647058,-3.603415270129262
-4.392950367647058,-3.596062179632673
-4.391700367647059,-3.585032543887792
-4.390450367647059,-3.581355998639498
-4.389200367647058,-3.581355998639498
-4.387950367647059,-3.555620181901441
-4.386700367647059,-3.570326362894616
-4.385450367647059,-3.555620181901441
-4.384200367647058,-3.588709089136086
-4.382950367647059,-3.581355998639498
-4.381700367647059,-3.57400290814291
-4.380450367647058,-3.559296727149734
-4.379200367647059,-3.566649817646323
-4.377950367647059,-3.57400290814291
-4.376700367647059,-3.599738724880968
-4.375450367647058,-3.548267091404853
-4.374200367647059,-3.581355998639498
-4.372950367647059,-3.618121451122437
-4.371700367647058,-3.614444905874143
-4.370450367647059,-3.588709089136086
-4.369200367647059,-3.562973272398029
-4.367950367647059,-3.570326362894616
-4.366700367647058,-3.59238563438438
-4.365450367647059,-3.585032543887792
-4.364200367647059,-3.555620181901441
-4.362950367647058,-3.551943636653147
-4.361700367647058,-3.614444905874143
-4.360450367647059,-3.599738724880968
-4.359200367647059,-3.607091815377555
-4.357950367647058,-3.577679453391204
-4.356700367647059,-3.548267091404853
-4.355450367647059,-3.603415270129262
-4.354200367647059,-3.59238563438438
-4.352950367647058,-3.59238563438438
-4.351700367647059,-3.599738724880968
-4.350450367647059,-3.566649817646323
-4.349200367647058,-3.599738724880968
-4.347950367647059,-3.577679453391204
-4.346700367647059,-3.596062179632673
-4.345450367647059,-3.588709089136086
-4.344200367647058,-3.596062179632673
-4.342950367647059,-3.621797996370731
-4.341700367647059,-3.588709089136086
-4.340450367647058,-3.610768360625849
-4.339200367647059,-3.596062179632673
-4.337950367647059,-3.588709089136086
-4.336700367647059,-3.551943636653147
-4.335450367647058,-3.59238563438438
-4.334200367647059,-3.570326362894616
-4.332950367647059,-3.566649817646323
-4.331700367647058,-3.614444905874143
-4.330450367647058,-3.610768360625849
-4.329200367647059,-3.566649817646323
-4.327950367647059,-3.57400290814291
-4.326700367647058,-3.562973272398029
-4.325450367647059,-3.57400290814291
-4.324200367647059,-3.570326362894616
-4.322950367647059,-3.57400290814291
-4.321700367647058,-3.559296727149734
-4.320450367647059,-3.570326362894616
-4.319200367647059,-3.57400290814291
-4.317950367647058,-3.581355998639498
-4.316700367647059,-3.588709089136086
-4.315450367647059,-3.59238563438438
-4.314200367647059,-3.610768360625849
-4.312950367647058,-3.59238563438438
-4.311700367647059,-3.618121451122437
-4.310450367647059,-3.618121451122437
-4.309200367647058,-3.562973272398029
-4.307950367647059,-3.562973272398029
-4.306700367647059,-3.570326362894616
-4.305450367647059,-3.581355998639498
-4.304200367647058,-3.577679453391204
-4.302950367647059,-3.570326362894616
-4.301700367647059,-3.577679453391204
-4.300450367647058,-3.562973272398029
-4.299200367647058,-3.562973272398029
-4.297950367647059,-3.596062179632673
-4.296700367647059,-3.599738724880968
-4.295450367647058,-3.562973272398029
-4.294200367647059,-3.588709089136086
-4.292950367647059,-3.59238563438438
-4.291700367647059,-3.59238563438438
-4.290450367647058,-3.607091815377555
-4.289200367647059,-3.570326362894616
-4.287950367647059,-3.585032543887792
-4.286700367647058,-3.57400290814291
-4.285450367647059,-3.570326362894616
-4.284200367647059,-3.621797996370731
-4.282950367647059,-3.585032543887792
-4.281700367647058,-3.566649817646323
-4.280450367647059,-3.585032543887792
-4.279200367647059,-3.577679453391204
-4.277950367647058,-3.548267091404853
-4.276700367647059,-3.544590546156559
-4.275450367647059,-3.607091815377555
-4.274200367647059,-3.581355998639498
-4.272950367647058,-3.559296727149734
-4.271700367647059,-3.588709089136086
-4.270450367647059,-3.570326362894616
-4.269200367647058,-3.596062179632673
-4.267950367647058,-3.585032543887792
-4.266700367647059,-3.555620181901441
-4.265450367647059,-3.588709089136086
-4.264200367647058,-3.59238563438438
-4.262950367647059,-3.585032543887792
-4.261700367647059,-3.618121451122437
-4.260450367647059,-3.559296727149734
-4.259200367647058,-3.566649817646323
-4.257950367647059,-3.570326362894616
-4.256700367647059,-3.562973272398029
-4.255450367647058,-3.57400290814291
-4.254200367647059,-3.577679453391204
-4.252950367647059,-3.577679453391204
-4.251700367647059,-3.57400290814291
-4.250450367647058,-3.577679453391204
-4.249200367647059,-3.588709089136086
-4.247950367647059,-3.562973272398029
-4.246700367647058,-3.581355998639498
-4.245450367647059,-3.577679453391204
-4.244200367647059,-3.555620181901441
-4.242950367647059,-3.562973272398029
-4.241700367647058,-3.599738724880968
-4.240450367647059,-3.59238563438438
-4.239200367647059,-3.588709089136086
-4.237950367647058,-3.566649817646323
-4.236700367647058,-3.566649817646323
-4.235450367647059,-3.596062179632673
-4.234200367647059,-3.559296727149734
-4.232950367647058,-3.607091815377555
-4.231700367647059,-3.603415270129262
-4.230450367647059,-3.607091815377555
-4.229200367647059,-3.585032543887792
-4.227950367647058,-3.544590546156559
-4.226700367647059,-3.555620181901441
-4.225450367647059,-3.577679453391204
-4.224200367647058,-3.555620181901441
-4.222950367647059,-3.603415270129262
-4.221700367647059,-3.562973272398029
-4.220450367647059,-3.577679453391204
-4.219200367647058,-3.585032543887792
-4.217950367647059,-3.551943636653147
-4.216700367647059,-3.581355998639498
-4.215450367647058,-3.57400290814291
-4.214200367647059,-3.618121451122437
-4.212950367647059,-3.581355998639498
-4.211700367647059,-3.585032543887792
-4.210450367647058,-3.585032543887792
-4.209200367647059,-3.559296727149734
-4.207950367647059,-3.562973272398029
-4.206700367647058,-3.57400290814291
-4.205450367647058,-3.625474541619025
-4.204200367647059,-3.588709089136086
-4.202950367647059,-3.59238563438438
-4.201700367647058,-3.581355998639498
-4.200450367647059,-3.57400290814291
-4.199200367647059,-3.566649817646323
-4.197950367647059,-3.551943636653147
-4.196700367647058,-3.548267091404853
-4.195450367647059,-3.566649817646323
-4.194200367647059,-3.577679453391204
-4.192950367647058,-3.577679453391204
-4.191700367647059,-3.588709089136086
-4.190450367647059,-3.581355998639498
-4.189200367647059,-3.577679453391204
-4.187950367647058,-3.559296727149734
-4.186700367647059,-3.57400290814291
-4.185450367647059,-3.610768360625849
-4.184200367647058,-3.585032543887792
-4.182950367647059,-3.607091815377555
-4.181700367647059,-3.59238563438438
-4.180450367647059,-3.636504177363907
-4.179200367647058,-3.596062179632673
-4.177950367647059,-3.540914000908265
-4.176700367647059,-3.581355998639498
-4.175450367647058,-3.566649817646323
-4.174200367647058,-3.614444905874143
-4.172950367647059,-3.570326362894616
-4.171700367647059,-3.577679453391204
-4.170450367647058,-3.570326362894616
-4.169200367647059,-3.577679453391204
